"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (UTC)","Year","Month","Day","Time (UTC)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-115.78","54.14","WHITECOURT","3067371","2016-04-18 23:00","2016","04","18","23:00","","26.8","","-2.4","","15","","","M","","M","14","","","","92.41","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 00:00","2016","04","19","00:00","","27.0","","-0.1","","17","","","M","","M","17","","","","92.33","","25","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 01:00","2016","04","19","01:00","","26.2","","1.3","","20","","","M","","M","21","","","","92.26","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 02:00","2016","04","19","02:00","","23.4","","0.9","","23","","","M","","M","8","","","","92.20","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 03:00","2016","04","19","03:00","","22.2","","0.0","","23","","","M","","M","0","","","","92.17","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 04:00","2016","04","19","04:00","","19.8","","0.4","","27","","","M","","M","6","","","","92.15","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 05:00","2016","04","19","05:00","","18.7","","-0.5","","27","","","M","","M","9","","","","92.14","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 06:00","2016","04","19","06:00","","18.9","","-3.0","","23","","","M","","M","13","","","","92.15","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 07:00","2016","04","19","07:00","","18.8","","-3.0","","23","","","M","","M","9","","","","92.15","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 08:00","2016","04","19","08:00","","18.5","","-2.8","","23","","","M","","M","6","","","","92.18","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 09:00","2016","04","19","09:00","","17.8","","-1.8","","26","","","M","","M","8","","","","92.17","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 10:00","2016","04","19","10:00","","16.2","","-1.6","","29","","","M","","M","0","","","","92.20","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 11:00","2016","04","19","11:00","","14.5","","-2.0","","32","","","M","","M","5","","","","92.23","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 12:00","2016","04","19","12:00","","11.3","","-0.7","","43","","","M","","M","14","","","","92.31","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 13:00","2016","04","19","13:00","","12.9","","-1.1","","38","","","M","","M","13","","","","92.34","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 14:00","2016","04","19","14:00","","13.1","","0.3","","41","","","M","","M","13","","","","92.40","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 15:00","2016","04","19","15:00","","13.8","","1.3","","43","","","M","","M","7","","","","92.45","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 16:00","2016","04","19","16:00","","14.4","","1.6","","42","","","M","","M","14","","","","92.45","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 17:00","2016","04","19","17:00","","14.7","","1.4","","41","","","M","","M","15","","","","92.44","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 18:00","2016","04","19","18:00","","16.2","","1.4","","37","","","M","","M","8","","","","92.41","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 19:00","2016","04","19","19:00","","18.0","","2.0","","34","","","M","","M","9","","","","92.37","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 20:00","2016","04","19","20:00","","19.8","","2.0","","31","","","M","","M","11","","","","92.28","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 21:00","2016","04","19","21:00","","21.3","","2.4","","29","","","M","","M","9","","","","92.20","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 22:00","2016","04","19","22:00","","22.8","","1.5","","25","","","M","","M","10","","","","92.13","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-19 23:00","2016","04","19","23:00","","23.0","","1.8","","25","","","M","","M","13","","","","92.10","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 00:00","2016","04","20","00:00","","22.2","","1.5","","25","","","M","","M","19","","","","92.10","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 01:00","2016","04","20","01:00","","20.8","","0.6","","26","","","M","","M","19","","","","92.14","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 02:00","2016","04","20","02:00","","19.3","","0.0","","27","","","M","","M","17","","","","92.19","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 03:00","2016","04","20","03:00","","16.1","","-2.3","","28","","","M","","M","10","","","","92.29","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 04:00","2016","04","20","04:00","","14.5","","-5.3","","25","","","M","","M","12","","","","92.38","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 05:00","2016","04","20","05:00","","11.4","","-5.3","","31","","","M","","M","","M","","","92.44","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 06:00","2016","04","20","06:00","","11.2","","-8.6","","24","","","M","","M","5","","","","92.53","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 07:00","2016","04","20","07:00","","9.9","","-10.3","","23","","","M","","M","0","","","","92.61","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 08:00","2016","04","20","08:00","","7.3","","-10.1","","28","","","M","","M","0","","","","92.67","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 09:00","2016","04","20","09:00","","6.0","","-9.4","","32","","","M","","M","0","","","","92.74","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 10:00","2016","04","20","10:00","","5.3","","-9.4","","34","","","M","","M","8","","","","92.83","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 11:00","2016","04","20","11:00","","3.0","","-8.5","","42","","","M","","M","10","","","","92.90","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 12:00","2016","04","20","12:00","","1.5","","-7.0","","53","","","M","","M","10","","","","92.97","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 13:00","2016","04","20","13:00","","1.5","","-7.3","","52","","","M","","M","12","","","","93.03","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 14:00","2016","04","20","14:00","","3.3","","-7.6","","45","","","M","","M","10","","","","93.09","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 15:00","2016","04","20","15:00","","6.3","","-7.2","","37","","","M","","M","13","","","","93.12","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 16:00","2016","04","20","16:00","","9.0","","-6.5","","33","","","M","","M","14","","","","93.13","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 17:00","2016","04","20","17:00","","11.3","","-5.6","","30","","","M","","M","6","","","","93.11","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 18:00","2016","04","20","18:00","","12.9","","-5.2","","28","","","M","","M","9","","","","93.07","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 19:00","2016","04","20","19:00","","14.1","","-7.7","","21","","","M","","M","9","","","","93.02","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 20:00","2016","04","20","20:00","","14.9","","-9.3","","18","","","M","","M","8","","","","92.98","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 21:00","2016","04","20","21:00","","16.5","","-8.4","","17","","","M","","M","4","","","","92.92","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 22:00","2016","04","20","22:00","","16.6","","-8.2","","17","","","M","","M","0","","","","92.88","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-20 23:00","2016","04","20","23:00","","15.9","","-3.3","","27","","","M","","M","25","","","","92.84","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 00:00","2016","04","21","00:00","","14.6","","-2.7","","30","","","M","","M","25","","","","92.83","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 01:00","2016","04","21","01:00","","12.9","","-2.9","","33","","","M","","M","22","","","","92.82","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 02:00","2016","04","21","02:00","","11.0","","-3.9","","35","","","M","","M","20","","","","92.82","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 03:00","2016","04","21","03:00","","8.9","","-4.8","","38","","","M","","M","17","","","","92.84","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 04:00","2016","04","21","04:00","","6.9","","-4.1","","45","","","M","","M","17","","","","92.90","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 05:00","2016","04","21","05:00","","5.5","","-5.1","","46","","","M","","M","18","","","","92.91","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 06:00","2016","04","21","06:00","","4.0","","-5.4","","51","","","M","","M","14","","","","92.92","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 07:00","2016","04","21","07:00","","2.9","","-5.4","","54","","","M","","M","11","","","","92.88","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 08:00","2016","04","21","08:00","","1.5","","-5.3","","61","","","M","","M","10","","","","92.88","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 09:00","2016","04","21","09:00","","0.9","","-5.5","","62","","","M","","M","9","","","","92.83","","","","","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 10:00","2016","04","21","10:00","","-0.1","","-5.6","","66","","","","","M","10","","","","92.79","","","","-3","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 11:00","2016","04","21","11:00","","-0.7","","-5.8","","69","","","","","M","15","","","","92.72","","","","-5","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 12:00","2016","04","21","12:00","","-1.6","","-5.6","","74","","","","","M","14","","","","92.69","","","","-6","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 13:00","2016","04","21","13:00","","-1.7","","-5.6","","75","","","","","M","11","","","","92.65","","","","-6","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 14:00","2016","04","21","14:00","","-0.5","","-5.1","","71","","","","","M","15","","","","92.64","","","","-5","","NA"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 15:00","2016","04","21","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 16:00","2016","04","21","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 17:00","2016","04","21","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 18:00","2016","04","21","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 19:00","2016","04","21","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 20:00","2016","04","21","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 21:00","2016","04","21","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 22:00","2016","04","21","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-21 23:00","2016","04","21","23:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 00:00","2016","04","22","00:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 01:00","2016","04","22","01:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 02:00","2016","04","22","02:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 03:00","2016","04","22","03:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 04:00","2016","04","22","04:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 05:00","2016","04","22","05:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 06:00","2016","04","22","06:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 07:00","2016","04","22","07:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 08:00","2016","04","22","08:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 09:00","2016","04","22","09:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 10:00","2016","04","22","10:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 11:00","2016","04","22","11:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 12:00","2016","04","22","12:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 13:00","2016","04","22","13:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 14:00","2016","04","22","14:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 15:00","2016","04","22","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 16:00","2016","04","22","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 17:00","2016","04","22","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 18:00","2016","04","22","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 19:00","2016","04","22","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 20:00","2016","04","22","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 21:00","2016","04","22","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 22:00","2016","04","22","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-22 23:00","2016","04","22","23:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 00:00","2016","04","23","00:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 01:00","2016","04","23","01:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 02:00","2016","04","23","02:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 03:00","2016","04","23","03:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 04:00","2016","04","23","04:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 05:00","2016","04","23","05:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 06:00","2016","04","23","06:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 07:00","2016","04","23","07:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 08:00","2016","04","23","08:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 09:00","2016","04","23","09:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 10:00","2016","04","23","10:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 11:00","2016","04","23","11:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 12:00","2016","04","23","12:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 13:00","2016","04","23","13:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 14:00","2016","04","23","14:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 15:00","2016","04","23","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 16:00","2016","04","23","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 17:00","2016","04","23","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 18:00","2016","04","23","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 19:00","2016","04","23","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 20:00","2016","04","23","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 21:00","2016","04","23","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 22:00","2016","04","23","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-23 23:00","2016","04","23","23:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 00:00","2016","04","24","00:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 01:00","2016","04","24","01:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 02:00","2016","04","24","02:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 03:00","2016","04","24","03:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 04:00","2016","04","24","04:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 05:00","2016","04","24","05:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 06:00","2016","04","24","06:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 07:00","2016","04","24","07:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 08:00","2016","04","24","08:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 09:00","2016","04","24","09:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 10:00","2016","04","24","10:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 11:00","2016","04","24","11:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 12:00","2016","04","24","12:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 13:00","2016","04","24","13:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 14:00","2016","04","24","14:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 15:00","2016","04","24","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 16:00","2016","04","24","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 17:00","2016","04","24","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 18:00","2016","04","24","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 19:00","2016","04","24","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 20:00","2016","04","24","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 21:00","2016","04","24","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 22:00","2016","04","24","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-24 23:00","2016","04","24","23:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 00:00","2016","04","25","00:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 01:00","2016","04","25","01:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 02:00","2016","04","25","02:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 03:00","2016","04","25","03:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 04:00","2016","04","25","04:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 05:00","2016","04","25","05:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 06:00","2016","04","25","06:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 07:00","2016","04","25","07:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 08:00","2016","04","25","08:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 09:00","2016","04","25","09:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 10:00","2016","04","25","10:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 11:00","2016","04","25","11:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 12:00","2016","04","25","12:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 13:00","2016","04","25","13:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 14:00","2016","04","25","14:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 15:00","2016","04","25","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 16:00","2016","04","25","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 17:00","2016","04","25","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 18:00","2016","04","25","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 19:00","2016","04","25","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 20:00","2016","04","25","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 21:00","2016","04","25","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 22:00","2016","04","25","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-25 23:00","2016","04","25","23:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 00:00","2016","04","26","00:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 01:00","2016","04","26","01:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 02:00","2016","04","26","02:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 03:00","2016","04","26","03:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 04:00","2016","04","26","04:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 05:00","2016","04","26","05:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 06:00","2016","04","26","06:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 07:00","2016","04","26","07:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 08:00","2016","04","26","08:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 09:00","2016","04","26","09:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 10:00","2016","04","26","10:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 11:00","2016","04","26","11:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 12:00","2016","04","26","12:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 13:00","2016","04","26","13:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 14:00","2016","04","26","14:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 15:00","2016","04","26","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 16:00","2016","04","26","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 17:00","2016","04","26","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 18:00","2016","04","26","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 19:00","2016","04","26","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 20:00","2016","04","26","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 21:00","2016","04","26","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 22:00","2016","04","26","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-26 23:00","2016","04","26","23:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 00:00","2016","04","27","00:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 01:00","2016","04","27","01:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 02:00","2016","04","27","02:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 03:00","2016","04","27","03:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 04:00","2016","04","27","04:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 05:00","2016","04","27","05:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 06:00","2016","04","27","06:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 07:00","2016","04","27","07:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 08:00","2016","04","27","08:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 09:00","2016","04","27","09:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 10:00","2016","04","27","10:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 11:00","2016","04","27","11:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 12:00","2016","04","27","12:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 13:00","2016","04","27","13:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 14:00","2016","04","27","14:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 15:00","2016","04","27","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 16:00","2016","04","27","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 17:00","2016","04","27","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 18:00","2016","04","27","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 19:00","2016","04","27","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 20:00","2016","04","27","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 21:00","2016","04","27","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 22:00","2016","04","27","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-27 23:00","2016","04","27","23:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 00:00","2016","04","28","00:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 01:00","2016","04","28","01:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 02:00","2016","04","28","02:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 03:00","2016","04","28","03:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 04:00","2016","04","28","04:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 05:00","2016","04","28","05:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 06:00","2016","04","28","06:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 07:00","2016","04","28","07:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 08:00","2016","04","28","08:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 09:00","2016","04","28","09:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 10:00","2016","04","28","10:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 11:00","2016","04","28","11:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 12:00","2016","04","28","12:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 13:00","2016","04","28","13:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 14:00","2016","04","28","14:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 15:00","2016","04","28","15:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 16:00","2016","04","28","16:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 17:00","2016","04","28","17:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 18:00","2016","04","28","18:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 19:00","2016","04","28","19:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 20:00","2016","04","28","20:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 21:00","2016","04","28","21:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 22:00","2016","04","28","22:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-28 23:00","2016","04","28","23:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 00:00","2016","04","29","00:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 01:00","2016","04","29","01:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 02:00","2016","04","29","02:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 03:00","2016","04","29","03:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 04:00","2016","04","29","04:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 05:00","2016","04","29","05:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 06:00","2016","04","29","06:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 07:00","2016","04","29","07:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 08:00","2016","04","29","08:00"
"-115.78","54.14","WHITECOURT","3067371","2016-04-29 09:00","2016","04","29","09:00"
